,airbnb_listing_id,suburb,ad_name,number_of_bedrooms,number_of_bathrooms,star_rating,is_superhost,number_of_reviews
2430,30772231,Ingleses,"Apto 1Q, novo, melhor piscina e vista dos Ingleses",1.0,1.0,5.0,True,41.0
2431,40450711,Ingleses,Apartamento nos engleses,1.0,1.0,,False,2.0
2432,16690009,Canasvieiras,Apartamento Canasvieiras próximo ao mar,2.0,1.0,5.0,True,23.0
2433,44578826,Jurerê,Jurere - Resort Il Campanário - Magnífica SUÍTE,1.0,1.0,5.0,True,11.0
2434,29798324,Jurerê,Jurerê - Super localizado,1.0,1.0,5.0,True,63.0
2435,45506300,Ingleses,Férias na Ilha da Magia - Florianópolis - Ingleses,2.0,2.0,,False,0.0
2436,40403535,Canasvieiras,Tarot Residence ap 22,2.0,2.0,,True,0.0
2437,31100651,Canasvieiras,Apto 1 quarto em Canasvieiras na quadra da praia!,1.0,1.0,4.0,False,4.0
2438,21661478,Ingleses,AP 2 Dorm no centro dos Ingleses em Florianópolis,2.0,2.0,5.0,False,7.0
2439,41009219,Canasvieiras,Apartamento 1 dorm. perto da Praia de Canasvieiras,1.0,1.0,,False,1.0
2440,10707436,Jurerê,Via Vecchia Jurerê Internacional,3.0,2.0,5.0,False,21.0
2441,21688624,Lagoa da Conceição,"Lagoa da Conceição*Loft Arcano Maior ($Casal,ac.4)",,1.0,5.0,True,36.0
2442,21395794,Ingleses,Apart Praia dos Ingleses Perto da praia! Novo!,1.0,1.0,,False,2.0
2443,39882914,Ingleses,Apto novo com piscina a 50mts da praia,2.0,2.0,,False,1.0
2444,16964871,Ingleses,Cantinho da Gaivotas,1.0,1.0,4.5,False,6.0
2445,15886044,Ingleses,Excelente apartamento 150m da praia,2.0,2.0,4.5,True,17.0
2446,31182657,Canasvieiras,Apartamento em Canas (Floripa),2.0,2.0,,False,1.0
2447,40916048,Canasvieiras,Flat - autocheckin e sem contato,1.0,1.0,5.0,False,8.0
2448,41307419,Ingleses,Flat com vista mar e acesso direto na areia,1.0,1.0,,False,0.0
2449,8668114,Ingleses,COBERTURA COM PISCINA PRIVATIVA,2.0,2.0,,False,1.0
2450,41210720,Ingleses,Pé na areia! Apartamento com saída para a praia.,1.0,1.0,,False,0.0
2451,16530521,Canasvieiras,Apartamento em Canasvieiras para 6 a 100 m do mar,2.0,2.0,5.0,False,13.0
2452,28024728,Lagoa da Conceição,Lindo Apartamento Centrinho da Lagoa da Conceição,1.0,1.0,,False,0.0
2453,43485270,Centro,Flat mobiliado em Florianópolis,1.0,1.0,,False,0.0
2454,31683264,Canasvieiras,Apartamento com 3 quartos próximo à praia.,3.0,3.0,,False,0.0
2455,10944750,Ingleses,Apto novo perto do mar no centrinho dos Ingleses,1.0,1.0,5.0,False,23.0
2456,31070000,Ingleses,Aconchegante apto 70m Praia dos Ingleses,1.0,1.0,5.0,True,13.0
2457,28890016,Ingleses,Águas de Ingleses 301,3.0,4.0,4.5,False,7.0
2458,30152401,Canasvieiras,"Apartamento em Canasvieiras, ótima localização!",2.0,1.0,4.5,False,3.0
2459,12093757,Canasvieiras,Loft em Canasvieiras com café da manhã,,1.0,5.0,True,10.0
2460,23533106,Ingleses,AP Duplo Frente Mar com 4 Quartos 3 Banheiros 2Ar,4.0,3.0,,False,1.0
2461,31173999,Ingleses,"Apto 3 com Hidromassagem, 100m da praia Ingleses.",1.0,1.0,4.5,True,19.0
2462,41394687,Lagoa da Conceição,Flat super bem localizado,,1.0,5.0,True,14.0
2463,24819738,Canasvieiras,APTO FRENTE MAR MARAVILHOSO NA PRAIA DE CANAS!!!,1.0,1.0,4.5,False,24.0
2464,16424618,Ingleses,"Apto. na Praia dos Ingleses, a 100 metros da praia",3.0,2.0,5.0,False,9.0
2465,22762049,Canasvieiras,Apartamento - Canasvieiras - Florianópolis,2.0,1.0,,False,1.0
2466,40004969,Canasvieiras,Apto. a 300m da praia de Canasvieiras em Floripa,1.0,1.0,,False,0.0
2467,40426283,Ingleses,Centrinho Próximo à Praia - férias ou home office,1.0,1.0,5.0,True,14.0
2468,22014561,Ingleses,Apartamento em Ingleses do Rio Vermelho,2.0,2.0,5.0,False,10.0
2469,44950261,Ingleses,Ingleses Norte.  Lindo apartamento de 2 quartos,2.0,2.0,5.0,False,5.0
2470,38954789,Ingleses,Apartamento luxuoso de 03 dormitórios,3.0,2.0,5.0,False,9.0
2471,30228267,Centro,Duplex na Beira-Mar,2.0,2.0,5.0,False,46.0
2472,11102104,Canasvieiras,Departamento Nuevo Canasvieiras,1.0,1.0,4.0,False,5.0
2473,10556533,Jurerê,Aproveite Jurerê em um ótimo apartamento,1.0,1.0,5.0,True,46.0
2474,29796246,Centro,Apartamento TOP no coração de Floripa!,2.0,1.0,5.0,True,33.0
2475,16790351,Ingleses,Apart. em Resort Praia dos Ingleses,1.0,1.0,,False,0.0
2476,15290455,Lagoa da Conceição,Linda Cobertura no Canto da Lagoa,3.0,3.0,4.5,False,19.0
2477,37858526,Ingleses,Apartamento a 300 mt da praia dos Ingleses,,1.0,,False,0.0
2478,29187522,Ingleses,Lindo apartamento a 800 metros da praia Ingleses,2.0,1.0,5.0,True,59.0
2479,15677591,Ingleses,Ap Floripa - Ingleses 50m da praia,2.0,1.0,4.5,False,4.0
2480,20887543,Centro,"Spazio Floripa, pertinho da Beiramar",1.0,1.0,5.0,True,22.0
2481,11616223,Lagoa da Conceição,6 hóspedes no melhor do Centrinho da Lagoa.,3.0,3.0,5.0,True,163.0
2482,6523735,Canasvieiras,Guest House charmoso e acolhedor 2,1.0,1.0,4.5,False,20.0
2483,17963094,Centro,Floripa  Top,1.0,1.0,5.0,False,50.0
2484,16828615,Ingleses,Apartamento Estrela do Mar Ingleses,1.0,1.0,5.0,False,16.0
2485,40086701,Lagoa da Conceição,Pousada Cida Baiana Casarão - Apto 08,,1.0,5.0,True,4.0
2486,39610572,Ingleses,2 dormitórios com ar-condicionado e wi-fi (203 O),2.0,1.0,,False,0.0
2487,34585343,Centro,Centro histórico floripa / centro sul /,2.0,1.0,4.5,False,35.0
2488,14119407,Ingleses,"Apart piscina , churra na sacada 150m do mar",2.0,2.0,5.0,False,14.0
2489,20424253,Jurerê,2 dormitórios Porto Madero Jurere,2.0,2.0,5.0,True,4.0
2490,40988254,Ingleses,Ilha da Magia,2.0,2.0,,False,0.0
2491,22430752,Canasvieiras,Apartamento NOVO em Canasvieiras - 900m da praia,2.0,1.0,5.0,True,8.0
2492,29829029,Centro,"Apartamento perto Beiramar, reformado, TUDO NOVO!",2.0,1.0,5.0,True,42.0
2493,20066582,Lagoa da Conceição,Apartamento Maravilhoso em Local Exuberante,3.0,3.0,,True,0.0
2494,11269083,Centro,Frente Pro Mar - Av. Beiramar Norte,3.0,2.0,5.0,True,75.0
2495,30509619,Canasvieiras,Venha curtir o verão em floripa,1.0,1.0,,False,0.0
2496,30562704,Canasvieiras,"Aconchegante, recém reformado, vista pro mar, 50m",1.0,1.0,,False,2.0
2497,35791122,Ingleses,Cobertura Praia dos Ingleses NORTE Próximo a Praia,2.0,1.0,4.5,True,15.0
2498,27694451,Ingleses,Apto a 1 quadra praia dos Ingleses- Florianópolis,2.0,1.0,5.0,False,3.0
2499,21356005,Jurerê,Apartamento Av. Dos Búzios - Jurerê prox. da Praia,3.0,2.0,5.0,False,17.0
2500,15756094,Ingleses,Apartamento 1 qt. INGLESES.,1.0,1.0,4.5,False,4.0
2501,29079643,Canasvieiras,APARTAMENTO LE POUPPE RESIDENCE A METROS DEL MAR,2.0,2.0,,False,1.0
2502,28614004,Canasvieiras,Hospede-se entre a badala Jurerê e Canasvieiras,1.0,1.0,,False,1.0
2503,41799566,Ingleses,"Apto novo, amplo, bem arejado e próximo de tudo",3.0,2.0,,False,0.0
2504,23727633,Ingleses,"Apartamento Praia dos Ingleses, Gaivotas",2.0,2.0,5.0,False,23.0
2505,16352100,Ingleses,Apt Maravilhoso em Florianópolis na Praia Ingleses,2.0,2.0,5.0,True,42.0
2506,13883297,Jurerê,Apartamentos Jurerê Rural - Apartamento 1,2.0,1.0,,False,0.0
2507,30964548,Canasvieiras,Kitnet na Praia de Canasvieiras,1.0,1.0,4.5,False,17.0
2508,32019765,Canasvieiras,Azulfloripa alugel,1.0,1.0,5.0,True,3.0
2509,22631168,Ingleses,Apartamento Novo - Estrutura de Clube na praia,2.0,3.0,5.0,False,6.0
2510,42131266,Ingleses,Apartamento Ingleses Norte,3.0,3.0,,False,1.0
2511,39277961,Ingleses,Apartamento aconchegante a 900m da praia Ingleses!,2.0,1.0,4.5,False,10.0
2512,30696108,Ingleses,"Ingleses, Florianópolis, Apto 500 metros do mar",2.0,2.0,4.0,False,7.0
2513,22349009,Lagoa da Conceição,Apartamento geminado de  1 quarto,1.0,1.0,4.0,False,8.0
2514,40727102,Ingleses,Apto 2D Sendo 1 Suíte C/ Vista (235),2.0,1.0,,False,0.0
2515,31348159,Ingleses,Cobertura - Praia dos Ingleses - Próximo ao mar,1.0,1.0,4.5,False,6.0
2516,28908271,Ingleses,Praia Ingleses Florianopolis - Cond. à Beira Mar,3.0,2.0,,False,0.0
2517,39300924,Jurerê,Lindo Apto no Open Shopping Jurerê Internacional!!,2.0,1.0,5.0,True,6.0
2518,22106540,Ingleses,Apartamento temporada em Florianópolis p/ Locação.,1.0,1.0,4.5,False,3.0
2519,39721155,Jurerê,Chalé nas Cabanas Jurerê,1.0,1.0,,False,0.0
2520,19085063,Canasvieiras,Arvoredo Centro de Canasvieiras proximo ao mar.,1.0,1.0,,True,1.0
2521,31885480,Ingleses,Apartamento 2 dormitórios c/ar Wi-Fi - 2wc- AP 102,2.0,2.0,5.0,False,6.0
2522,42466519,Canasvieiras,Apartamento 3 dormitórios. WI-FI Ar condicionado,3.0,2.0,,False,0.0
2523,38727266,Canasvieiras,Apto de 1 quarto para 4 pessoas,1.0,1.0,,False,0.0
2524,15929902,Lagoa da Conceição,Férias em alto estilo. Condomínio estilo resort!,2.0,2.0,,False,1.0
2525,16591262,Canasvieiras,Apto Completo em Canasvieiras - Novo!,1.0,1.0,5.0,False,32.0
2526,25740574,Centro,Apartamento Confortável e Bem Localizado,2.0,2.0,,False,2.0
2527,11948124,Ingleses,Novo Apartamento nos Ingleses a 2 quadras do mar!,2.0,2.0,5.0,False,16.0
2528,31596469,Centro,Lindo apto no centro de Floripa,2.0,2.0,5.0,False,11.0
2529,40012683,Lagoa da Conceição,Ilha da Magia- Floripa -2,1.0,1.0,,False,0.0
2530,37152521,Ingleses,Lugar Privilegiado - Vista Mar- Gaivotas Apart,1.0,1.0,,False,1.0
2531,22860210,Ingleses,"Ingleses - Ótimo apto p/ 7 pessoas , Pé na Areia !",3.0,2.0,4.5,False,11.0
2532,39963987,Lagoa da Conceição,Studio 2 Valéria Lagoa da Conceição,1.0,1.0,,False,1.0
2533,30589791,Canasvieiras,Magia do sol,1.0,1.0,,False,1.0
2534,27829534,Ingleses,Apto103-com 2 quartos piscina centro dos ingleses,2.0,2.0,,False,0.0
2535,32503298,Canasvieiras,Porto Del Mar - Vista para Sala de Jogos e Piscina,2.0,2.0,4.5,False,4.0
2536,28865988,Jurerê,70 mts da Praia - Apartamento 50 Atlantico Jurere,,1.0,,True,1.0
2537,20981240,Canasvieiras,Apartamento Florianópolis. Entre Jurere/Cachoeira,2.0,1.0,,False,2.0
2538,23546830,Ingleses,07- Apartamento 01 habitacion,1.0,1.0,4.5,True,17.0
2539,45379175,Canasvieiras,Apartamento frente ao mar na Praia de Canasvieiras,2.0,2.0,,False,0.0
2540,30793469,Canasvieiras,"Apto,Resort,Beira mar Canasvieiras, Florianópolis",4.0,4.0,5.0,False,5.0
2541,19345661,Canasvieiras,Apartam. 104  no centro Canasvieiras 150 m do mar.,1.0,1.0,5.0,False,8.0
2542,31977138,Ingleses,"Apartamento na praia Ingleses, Florianopolis !",1.0,1.0,5.0,False,21.0
2543,31953656,Ingleses,Bem estar norte da Ilha,2.0,1.0,,False,2.0
2544,44414582,Jurerê,"Rooftop Apartment - Private Pool, BBQ, Relaxation!",3.0,3.0,5.0,False,5.0
2545,39581689,Ingleses,Férias! Conforto e tranquilidade! Praia Ingleses!,2.0,2.0,,False,1.0
2546,22324997,Ingleses,Cobertura de 200m2 com piscina privada!,4.0,3.0,,False,2.0
2547,23340867,Ingleses,Melhor custo beneficio Ingleses,1.0,1.0,5.0,True,30.0
2548,42175489,Lagoa da Conceição,Apartamento Lagoa Da Conceição,1.0,1.0,5.0,True,33.0
2549,17429602,Canasvieiras,Apê Ar-Condicionado Top a 2 qds Praia Canasvieiras,1.0,1.0,4.0,False,9.0
2550,41934243,Canasvieiras,APARTAMENTO A 1 QUADRA DO MAR,1.0,1.0,,True,1.0
2551,7642148,Ingleses,Prédio inteiro - 44 pessoas !!!,10.0,8.0,,False,0.0
2552,41585020,Ingleses,Ingleses norte- 2 suites - 2 vagas - Piscina - Ar,2.0,2.0,,False,1.0
2553,32168524,Ingleses,Confortável apartamento na praia dos ingleses,2.0,2.0,5.0,False,3.0
2554,40618016,Ingleses,"2 dormitórios, Totalmente frente ao mar, vistal",2.0,1.0,,False,0.0
2555,23052126,Jurerê,Lindo apartamento de praia em Jurerê,1.0,1.0,5.0,False,24.0
2556,16883601,Ingleses,Apto para temporada nos Ingleses,1.0,1.0,4.5,False,3.0
2557,39608563,Ingleses,"Frente mar, piscina, no centrinho da Praia!",2.0,1.0,,False,0.0
2558,45332126,Jurerê,Lindo apartamento no Jurerê Open Shopping,2.0,1.0,,False,2.0
2559,40266171,Canasvieiras,"Oásis a 200m do mar. Piscinas, elevador,sacada com",1.0,1.0,3.5,False,3.0
2560,22908276,Ingleses,Apto Ingleses p/ famílias de até 09 pessoas *204B,3.0,2.0,5.0,True,17.0
2561,22740270,Ingleses,Amplo Apartamento na Praia dos Ingleses.,3.0,2.0,5.0,True,9.0
2562,21899172,Ingleses,Apartamento Cobertura na Praia dos Ingleses,2.0,2.0,5.0,False,16.0
2563,22029802,Jurerê,Descanse ou trabalhe a 150 metros da praia! ☼,1.0,1.0,5.0,False,42.0
2564,42172834,Canasvieiras,Condomínio alto padrao com acesso a praia.,4.0,4.0,,False,0.0
2565,21712085,Ingleses,Em frente à praia- Apto 1 quarto-Ingleses-HOLIDAY,1.0,1.0,4.5,False,7.0
2566,43532159,Ingleses,Apto 2 dorm. Ingleses/FLORIANOPOLIS,2.0,2.0,,False,0.0
2567,23752241,Ingleses,Apartamento INGLESES,2.0,2.0,,False,2.0
2568,39483460,Ingleses,Apto com 02 quartos e 02 banheiros em Floripa-SC,2.0,2.0,,False,0.0
2569,21971804,Centro,Cobertura no Centro de Florianópolis,1.0,1.0,5.0,True,6.0
2570,19959455,Canasvieiras,Apartamento grande e completo Canasvieiras,2.0,1.0,5.0,True,31.0
2571,30724674,Centro,"ÁREA NOBRE NO CENTRO DE FLORIPA, RUA LUIZ DELFINO",2.0,1.0,,False,2.0
2572,17075928,Ingleses,Apto Ingleses Norte,3.0,2.0,5.0,False,6.0
2573,27332027,Ingleses,Canto Norte Ingleses. Área  lazer e ar. 2 garagens,3.0,3.0,5.0,False,5.0
2574,29513584,Jurerê,Flat no Hotel Il Campanario 2,1.0,1.0,5.0,True,5.0
2575,26252263,Canasvieiras,Apto novo de 2 dorm. a 60 mts da praia- 104,2.0,2.0,4.5,False,10.0
2576,39171205,Ingleses,Sweet Home,2.0,2.0,,False,0.0
2577,29940255,Ingleses,maravilhoso apartamento 03quartos ingleses,3.0,2.0,,False,1.0
2578,39763982,Lagoa da Conceição,"Apart 2 Dona Jurema, 1Qto, 1BH, Cozinha,Vt, Wi-Fi",1.0,1.0,4.5,True,4.0
2579,6119045,Lagoa da Conceição,Apartamento 1 quarto na Lagoa da Conceição,1.0,1.0,,False,2.0
2580,40231601,Canasvieiras,Apartamento beira mar,2.0,2.0,,False,1.0
2581,31038985,Ingleses,Apartamento Ingleses Completo fontana,2.0,2.0,,False,1.0
2582,32671453,Centro,Apartamento Fino com Vista para Beiramar,2.0,2.0,5.0,False,25.0
2583,40173324,Lagoa da Conceição,Boho Style Apartment!,1.0,1.0,5.0,True,21.0
2584,29411678,Canasvieiras,Departamento em Canasvieiras. 201,1.0,1.0,4.0,False,6.0
2585,44394995,Ingleses,Apto 05 - um charmosinho e lugar sossegado!,2.0,1.0,,False,0.0
2586,22716359,Ingleses,Charme e conforto a 150m da praia.,2.0,2.0,5.0,False,8.0
2587,29240758,Ingleses,PRAIA DOS INGLESES APARTAMENTO,2.0,2.0,4.5,False,7.0
2588,40086629,Centro,Melhor apto e localização de floripa,3.0,1.0,,False,0.0
2589,21517314,Ingleses,Apê Ingleses - Conforto e ótima localização!,2.0,2.0,5.0,True,8.0
2590,22177118,Jurerê,Charme em Jurerê,1.0,1.0,,True,1.0
2591,36634349,Jurerê,Mirante do Canto 03,1.0,1.0,,True,1.0
2592,44430473,Canasvieiras,4.  Apartamento 2 dormitorios  para ate 8 pessoas,2.0,2.0,,True,0.0
2593,20812683,Centro,Apto Florianópolis 8 min a pé centro convenções,1.0,1.0,5.0,False,17.0
2594,28456162,Ingleses,PRÓXIMO AO MAR DA PRAIA DOS INGLESES EM FLORIPA,3.0,3.0,5.0,False,5.0
2595,16399386,Canasvieiras,Apto frente para o mar com acesso direto à praia,1.0,1.0,5.0,False,7.0
2596,12889720,Ingleses,"APTO NA PRAIA COM WI-FI, AR-CONDICIONADO E PISCINA",2.0,1.0,5.0,True,21.0
2597,41453498,Ingleses,Apartamento 4 pessoas na praia do Ingleses,1.0,1.0,,False,2.0
2598,39582090,Centro,Até/5p. Sobre Boulevard da Avenida&Centro.,1.0,1.0,,False,1.0
2599,45437136,Ingleses,"Apto completo e ensolarado, vista para o mar!",2.0,2.0,,False,0.0
2600,37424177,Ingleses,Apartamento na praia dos Ingleses em Florianópolis,1.0,1.0,,False,0.0
2601,28627035,Canasvieiras,"Cobertura espetacular, frente ao mar. Pé na areia",2.0,1.0,5.0,False,6.0
2602,4423875,Jurerê,Apt confortável e bem decorado,1.0,1.0,5.0,True,23.0
2603,28762173,Ingleses,Apartamento Temporada Praia dos Ingleses! Ap 201,2.0,2.0,,False,0.0
2604,39231454,Ingleses,APARTAMENTO PÉ NA AREIA - Ingleses Florianópolis,2.0,1.0,5.0,False,5.0
2605,19516916,Ingleses,Apartamento novo em Praia SEM POLUIÇÃO em Floripa.,2.0,2.0,5.0,False,5.0
2606,16177975,Ingleses,EXCELENTE APARTAMENTO NA PRAIA DOS INGLESES,2.0,2.0,5.0,False,14.0
2607,39555584,Ingleses,Apartamento 100 mt gaivotas,2.0,2.0,,False,1.0
2608,33936065,Jurerê,Apartamento Jurerê,1.0,1.0,4.0,False,10.0
2609,29232253,Ingleses,Apartamento Inteiro Ingleses de 4 a 7 pessoas,3.0,2.0,4.5,False,3.0
2610,33834561,Canasvieiras,Apartamento em Canasvieiras a 50m do mar,1.0,1.0,5.0,True,8.0
2611,38487064,Ingleses,Apartamento pé na areia em ingleses,3.0,2.0,,False,0.0
2612,41018226,Lagoa da Conceição,"Apto para 2 pessoas no 💜da lagoa ,rua do shopping.",1.0,1.0,5.0,False,6.0
2613,40256045,Ingleses,Ap inteiro 3min do mar,1.0,1.0,,True,0.0
2614,41260302,Canasvieiras,Beira da praia de Canasvieiras!,1.0,1.0,,False,0.0
2615,18373598,Ingleses,"Excelente apto nos Ingleses, a 20 m da praia",2.0,2.0,4.5,False,4.0
2616,31560782,Lagoa da Conceição,Apto na Lagoa da Conceição para 4 pessoas,2.0,2.0,,False,2.0
2617,26634117,Jurerê,Residencial Ibiza Jurere Internacional,1.0,1.0,5.0,True,11.0
2618,40201964,Canasvieiras,104 Galeao   no centrinho,1.0,1.0,,True,0.0
2619,42891707,Centro,Studio @ Jardim Milano,,1.0,,True,0.0
2620,23275733,Lagoa da Conceição,Residencial CasaAmalua - Apartamento 03,1.0,1.0,5.0,False,4.0
2621,40229550,Ingleses,Apartamento excelente localização para seu Verão!,2.0,2.0,,False,0.0
2622,8951955,Ingleses,Apto com piscina perto da praia,1.0,1.0,4.5,True,12.0
2623,22861932,Centro,Jóia de Apto no Centro - perto do centro-eventos,1.0,1.0,4.5,False,32.0
2624,21834270,Ingleses,Apartamento de alto padrão na praia dos Ingleses.,3.0,3.0,5.0,False,7.0
2625,29649100,Canasvieiras,"Apto praia, preço especial em vaga intermediária",2.0,2.0,5.0,True,19.0
2626,23517160,Canasvieiras,"Cobertura completa, solário ,piscina,churrasqueira",3.0,2.0,4.5,False,5.0
2627,7661831,Ingleses,*APTO INGLESES  TEMPORADA EM FLORIPA******,2.0,2.0,5.0,False,27.0
2628,9462559,Ingleses,Gaivotas na ilha da Magia - FOLRIANÓPOLIS,2.0,3.0,5.0,False,12.0
2629,28628486,Canasvieiras,Ravena 01,,1.0,,False,0.0
2630,16709400,Ingleses,"Apto espaçoso, praia dos Ingleses",2.0,1.0,5.0,True,8.0
2631,27636744,Lagoa da Conceição,Chalés Saint Germain 105,1.0,1.0,,False,2.0
2632,31515372,Ingleses,Apartamento em Florianópolis praia dos ingleses,2.0,1.0,,False,0.0
2633,39312788,Ingleses,Apartamento pé na areia Ingleses Florianópolis SC.,1.0,1.0,,False,1.0
2634,22267761,Lagoa da Conceição,Style Apartment - Centrinho da Lagoa,1.0,1.0,5.0,True,97.0
2635,44226661,Ingleses,"Estúdio com Visão para o Mar, 50m da praia",,1.0,,False,0.0
2636,30809881,Centro,"Apartamento com vistas ao mar, no centro da Ilha.",1.0,1.0,5.0,False,6.0
2637,44534631,Jurerê,Loft Decor- Jurerê _ Próximo ao mar!!!,1.0,2.0,5.0,True,9.0
2638,30706668,Ingleses,PROMOÇÃO APTO NO HOLIDAY RESORT,1.0,1.0,,False,1.0
2639,36380432,Canasvieiras,Apto Praia Canajurê - Só Sussego Floripa,2.0,1.0,,False,0.0
2640,34121452,Ingleses,EXCELENTE DUPLEX completo em Ingleses!,2.0,2.0,5.0,False,7.0
2641,26689726,Ingleses,Apartamento Completo na Praia dos Ingleses,3.0,2.0,5.0,True,7.0
2642,17676226,Ingleses,Alugo apartamento para temporada 2019,2.0,2.0,,False,1.0
2643,45289933,Ingleses,Cobertura vista incrível para o mar - NET 240 mega,2.0,2.0,5.0,True,13.0
2644,31058789,Ingleses,Florianópolis - Ingleses/Santinho Paradise,2.0,2.0,4.5,False,5.0
2645,24668573,Ingleses,Linda Cobertura Duplex nos Ingleses com SPA,4.0,4.0,,True,0.0
2646,21095903,Jurerê,Apartamento a 5 min da praia do Jurerê Tradicional,2.0,2.0,5.0,True,51.0
2647,41196079,Ingleses,Apto na areia,2.0,1.0,,False,0.0
2648,29653404,Canasvieiras,Apto 2 Quartos 100 metros da praia Canasvieiras,2.0,1.0,5.0,True,15.0
2649,9732490,Lagoa da Conceição,Casa lagoa da conceição Florianópolis,3.0,1.0,4.0,False,8.0
2650,31120142,Ingleses,AMPLO APARTAMENTO PERTO DA PRAIA,3.0,2.0,5.0,True,4.0
2651,13387480,Ingleses,POUSADA MONTANA 03,1.0,1.0,4.5,True,45.0
2652,17024008,Ingleses,50m do mar! 2 dormitórios com piscina!,2.0,2.0,,False,1.0
2653,5709211,Ingleses,"Apto a 300 do mar com varanda, churrasqueira, wifi",1.0,1.0,5.0,True,15.0
2654,12932711,Ingleses,espetacular cobertura  à beira mar nos ingleses,3.0,3.0,5.0,False,4.0
2655,39422205,Ingleses,Aconchego  a poucos metros da praia dos Ingleses!,1.0,1.0,5.0,False,5.0
2656,15912248,Canasvieiras,Porto Caravelas - Canasvieiras,2.0,1.0,5.0,False,8.0
2657,29849586,Ingleses,Lindo e novo apartamento,2.0,2.0,4.5,True,28.0
2658,23198100,Jurerê,Apartamento em Jurerê Internacional.,3.0,4.0,,False,2.0
2659,12915518,Ingleses,LORDES para RELAXAR em Ingleses!,2.0,1.0,5.0,False,27.0
2660,26184784,Canasvieiras,Apto novo de 2 dorm. a 60 mts da praia - 201,2.0,2.0,4.5,False,4.0
2661,30922514,Canasvieiras,"Triplex,   3 quartos, 150m do mar",3.0,2.0,4.5,True,3.0
2662,30693816,Ingleses,Apartamento alto padrão nos Ingleses,2.0,2.0,5.0,False,6.0
2663,30631868,Ingleses,Apartamento  50 metros  Praia  vista  mar,1.0,1.0,5.0,False,4.0
2664,42902540,Ingleses,Comodidade e aconchego na praia dos Ingleses.,1.0,1.0,,False,0.0
2665,43545097,Centro,Studio Top em Floripa,,1.0,5.0,True,12.0
2666,43570142,Canasvieiras,Apartamento Estúdio - Flat Amsterdam- Canasvieiras,1.0,1.0,,False,0.0
2667,36737523,Canasvieiras,"LA MARTINA DEPTOS
a 50 mts del mar 
Hermoso depto",2.0,3.0,,False,1.0
2668,16531736,Ingleses,Apartamento à beira-mar em Floripa,3.0,3.0,5.0,True,26.0
2669,23502454,Lagoa da Conceição,Suíte AR,1.0,1.0,,False,1.0
2670,6821066,Jurerê,Apartamento completo em Jurere Internacional,2.0,2.0,5.0,False,17.0
2671,11998096,Ingleses,Apto. sup. Ingleses  2 quartos à  100m da  praia !,2.0,1.0,5.0,False,11.0
2672,10401856,Ingleses,Apartamento praia ingleses gaivotas,2.0,2.0,4.5,False,17.0
2673,23051855,Lagoa da Conceição,Joaquina Lofts - Loft 04,,1.0,5.0,True,10.0
2674,42151426,Ingleses,Apartamento INGLESES - 50 metros da praia!,2.0,1.0,,False,1.0
2675,26924804,Ingleses,Residencial mar do norte II,3.0,2.0,5.0,False,4.0
2676,33196261,Canasvieiras,"Chiquérrimo apartamento, ótima localização.",1.0,1.0,5.0,True,26.0
2677,16310210,Ingleses,Conforto e requinte na praia dos Ingleses.,1.0,2.0,5.0,False,7.0
2678,37160232,Ingleses,Apto nas Gaivotas (Ingleses) - vista natureza,2.0,2.0,,False,1.0
2679,30246328,Canasvieiras,Apartamento novo a 1 quadra da praia.,1.0,1.0,4.5,False,9.0
2680,346042,Canasvieiras,Charmoso e Amplo Loft perto do Mar!,1.0,1.0,5.0,True,26.0
2681,42242236,Ingleses,Vibe House,2.0,2.0,,False,0.0
2682,41364723,Ingleses,"BARBADA!!! - APTO NOVINHO, 2 QTs, Suíte - 30% OFF",2.0,2.0,5.0,False,6.0
2683,38730037,Canasvieiras,Apto aconchegante em Canasvieiras 25 mets da praia,1.0,1.0,,False,0.0
2684,22881785,Canasvieiras,Cobertura Boulevard 302,3.0,3.0,,False,0.0
2685,31642024,Ingleses,Espetacular Cobertura de frente para o mar,2.0,2.0,,False,0.0
2686,38574878,Ingleses,"Apto Cond. nos Ingleses, 30 mts do mar, c/ ar cond",2.0,2.0,5.0,False,8.0
2687,21026761,Canasvieiras,"Ap: até 6 pessoas, 250m praia-Beco dos Milionários",3.0,2.0,5.0,False,3.0
2688,40766581,Centro,Todo conforto no centro de Florianópolis🌅🌉🍽💻🚿,2.0,1.0,5.0,True,19.0
2689,23524228,Canasvieiras,Apartamento centrinho Canasvieiras 1 quadra do MAR,1.0,1.0,,False,0.0
2690,31037811,Lagoa da Conceição,Cobertura na Lagoa da Conceição,3.0,2.0,,False,1.0
2691,14151489,Ingleses,Apto 2Q sala ampla Ingleses,2.0,1.0,5.0,False,63.0
2692,31169477,Canasvieiras,LINDA COBERTURA NA PRAIA DE CANASVIEIRAS,3.0,1.0,5.0,True,3.0
2693,16633066,Jurerê,Jay Luxury Home Design em Jurerê Internacional,2.0,2.0,5.0,False,22.0
2694,30249009,Canasvieiras,"VERAO EM FLORIPA ,TEMPORADA  2019/2020  apto 04",1.0,1.0,,False,2.0
2695,30881863,Jurerê,Apto'-Canajurê-2 quartos-entre Canasvieiras/Jurerê,2.0,1.0,,False,0.0
2696,22477521,Canasvieiras,Apartamento em Canasvieiras - Florianópolis,2.0,1.0,5.0,True,47.0
